A_T,A_Ax,A_Ay,A_Az,A_Gx,A_Gy,A_Gz,B_T,B_Ax,B_Ay,B_Az,B_Gx,B_Gy,B_Gz,angle
30.95,-0.890625,-0.359863281,-0.131835938,12.13414669,37.01219559,-3.414634228,30.95,-0.740234375,0.447753906,-0.555664063,6.158536434,23.04878044,-1.280487776,70
31,-0.865722656,-0.384277344,-0.176269531,-3.048780441,35.36585236,-0.975609779,31,-0.658691406,0.393066406,-0.529785156,4.329268456,18.84146309,-2.195122004,70
31.05,-0.897949219,-0.336914063,-0.26171875,12.6219511,33.4146347,8.902439117,31.05,-0.741210938,0.439453125,-0.591308594,-8.231707573,13.35365868,-5.365853786,70
31.1,-0.846679688,-0.411132813,-0.149414063,-29.14634132,40.24390411,3.231707335,31.1,-0.660644531,0.375976563,-0.553710938,-3.353658438,6.646341324,-5.731707096,70
31.15,-0.891113281,-0.314453125,-0.279785156,14.57317066,35.18292618,5.975609779,31.15,-0.707519531,0.427734375,-0.584960938,-4.329268456,6.341463566,-6.768292904,70
31.2,-0.870605469,-0.414550781,-0.297363281,-13.17073154,31.15853691,0.914634168,31.2,-0.688476563,0.428222656,-0.56640625,0.914634168,-0.548780501,-8.963414192,70
31.25,-0.896972656,-0.389160156,-0.305664063,1.402438998,33.841465,5.853658676,31.25,-0.725097656,0.423828125,-0.600585938,-4.878048897,4.878048897,-5.365853786,70
31.3,-0.866699219,-0.374511719,-0.375488281,0.121951222,32.07316971,9.695121765,31.3,-0.682617188,0.417480469,-0.5703125,-9.451219559,1.707317114,-5.426829338,70
31.35,-0.841796875,-0.343261719,-0.407226563,-3.902439117,27.98780441,4.939024448,31.35,-0.708984375,0.439453125,-0.562988281,-4.329268456,1.768292665,-3.597560883,70
31.4,-0.846191406,-0.337402344,-0.440429688,-14.14634132,15.54878044,2.378048897,31.4,-0.702636719,0.403320313,-0.551269531,-2.621951103,0.609756112,-3.170731783,70
31.45,-0.854003906,-0.345703125,-0.446777344,-3.414634228,5.792683125,3.963414669,31.45,-0.711914063,0.405761719,-0.556640625,-11.09756088,-1.158536553,-7.195121765,70
31.5,-0.855957031,-0.34765625,-0.417480469,-11.82926846,0.060975611,0.670731723,31.5,-0.689453125,0.431640625,-0.546875,-9.63414669,-0.609756112,-8.414633751,70
31.55,-0.857421875,-0.338867188,-0.413574219,-11.58536625,-1.524390221,-0.914634168,31.55,-0.725585938,0.430175781,-0.544433594,-7.621951103,0.914634168,-7.439024448,70
31.6,-0.8515625,-0.342773438,-0.406738281,-13.10975647,-3.963414669,-3.902439117,31.6,-0.729980469,0.418457031,-0.546386719,-11.03658581,2.073170662,-9.573170662,70
31.65,-0.86328125,-0.345214844,-0.410644531,-14.81707287,-4.207316875,-4.146341324,31.65,-0.725097656,0.430664063,-0.536621094,-11.95121956,3.719512224,-8.292682648,70
31.7,-0.862792969,-0.345703125,-0.405273438,-14.39024353,-3.170731783,-5.060975552,31.7,-0.737304688,0.418457031,-0.5390625,-9.573170662,3.292682886,-9.878048897,70
31.75,-0.862304688,-0.34375,-0.416992188,-14.08536625,-2.743902445,-3.597560883,31.75,-0.738769531,0.417480469,-0.535644531,-10.91463375,5.609755993,-11.09756088,70
31.8,-0.844238281,-0.351074219,-0.418945313,-15.73170757,-3.780487776,-3.414634228,31.8,-0.732421875,0.422851563,-0.524902344,-12.80487823,6.890244007,-11.46341419,70
31.85,-0.850585938,-0.33984375,-0.41015625,-13.78048801,-3.597560883,-5.548780441,31.85,-0.730957031,0.43359375,-0.529296875,-11.58536625,5.426829338,-10.85365868,70
31.9,-0.847167969,-0.35546875,-0.409667969,-15.73170757,-3.170731783,-5.975609779,31.9,-0.733398438,0.427246094,-0.528320313,-11.15853691,7.01219511,-9.146341324,70
31.95,-0.8515625,-0.354980469,-0.419921875,-11.64634132,-2.134146452,-5.914634228,31.95,-0.742675781,0.4296875,-0.524902344,-11.64634132,6.890244007,-9.024390221,70
32,-0.8359375,-0.373046875,-0.426269531,-9.207317352,-0.975609779,-4.51219511,32,-0.750488281,0.4296875,-0.519042969,-9.207317352,6.829268456,-8.292682648,70
32.05,-0.830078125,-0.389648438,-0.439453125,-7.865853786,1.158536553,-3.902439117,32.05,-0.747558594,0.451171875,-0.521484375,-7.073170662,5.731707096,-5.426829338,70
32.1,-0.819824219,-0.401855469,-0.432128906,1.280487776,3.597560883,-4.390244007,32.1,-0.747070313,0.456054688,-0.495605469,-4.268292904,2.560975552,-0.853658557,70
32.15,-0.822265625,-0.405761719,-0.430175781,10.91463375,5.792683125,-4.207316875,32.15,-0.709960938,0.458496094,-0.515625,-1.524390221,1.280487776,7.134146214,70
32.2,-0.842285156,-0.390136719,-0.425292969,14.93902397,8.414633751,-3.780487776,32.2,-0.748535156,0.448242188,-0.513671875,4.268292904,-3.963414669,12.86585331,70
32.25,-0.836914063,-0.395996094,-0.43359375,15.67073154,10.60975647,2.5,32.25,-0.733886719,0.456054688,-0.51953125,6.463414669,-2.743902445,13.10975647,70
32.3,-0.824707031,-0.37109375,-0.407714844,14.32926846,13.47560978,-0.121951222,32.3,-0.725097656,0.451171875,-0.520507813,13.65853691,-2.439024448,11.15853691,70
32.35,-0.816894531,-0.377441406,-0.430175781,13.65853691,16.09756088,-0.548780501,32.35,-0.715820313,0.466308594,-0.528808594,12.6219511,-0.304878056,9.146341324,70
32.4,-0.801757813,-0.382324219,-0.448242188,8.780488014,15.73170757,-2.317073107,32.4,-0.70703125,0.436523438,-0.534179688,14.32926846,-0.243902445,7.073170662,70
32.45,-0.795410156,-0.396972656,-0.462402344,8.902439117,10.85365868,-0.670731723,32.45,-0.698242188,0.423828125,-0.547851563,12.13414669,-3.841463327,5.975609779,70
32.5,-0.80859375,-0.400878906,-0.467285156,7.378048897,5.060975552,2.682926893,32.5,-0.691894531,0.416992188,-0.552246094,10.06097603,-4.695121765,6.890244007,70
32.55,-0.819335938,-0.385253906,-0.458007813,6.219511986,2.073170662,5.365853786,32.55,-0.724121094,0.423828125,-0.557617188,9.878048897,-4.756097794,6.097560883,70
32.6,-0.819824219,-0.385742188,-0.453613281,8.719511986,0.548780501,8.170731544,32.6,-0.721679688,0.409179688,-0.555664063,10.54878044,-2.5,4.085365772,70
32.65,-0.813964844,-0.3671875,-0.455078125,1.768292665,-0.792682946,5.914634228,32.65,-0.726074219,0.436523438,-0.559082031,6.463414669,-0.670731723,3.170731783,70
32.7,-0.828613281,-0.361328125,-0.434570313,7.01219511,-1.890243888,2.439024448,32.7,-0.706542969,0.415039063,-0.559570313,6.768292904,-3.231707335,2.378048897,70
32.75,-0.844238281,-0.373535156,-0.422851563,2.804877996,-0.548780501,-1.341463447,32.75,-0.724609375,0.42578125,-0.569335938,3.170731783,-1.890243888,3.780487776,70
32.8,-0.8359375,-0.376464844,-0.412109375,3.475609779,0.548780501,-1.097561002,32.8,-0.712890625,0.421875,-0.572265625,0.304878056,2.256097555,3.658536673,70
32.85,-0.818359375,-0.381835938,-0.437011719,1.463414669,0.548780501,-0.304878056,32.85,-0.712890625,0.420410156,-0.560546875,0.914634168,3.475609779,1.219512224,70
32.9,-0.823242188,-0.379394531,-0.436035156,-1.646341443,-0.121951222,0.670731723,32.9,-0.703125,0.410644531,-0.553710938,0.48780489,2.560975552,-0.609756112,70
32.95,-0.821777344,-0.388671875,-0.441894531,-1.280487776,-1.036585331,1.463414669,32.95,-0.716308594,0.418457031,-0.562011719,1.707317114,2.743902445,0.121951222,70
33,-0.835449219,-0.376953125,-0.437988281,-0.48780489,-1.585365891,1.097561002,33,-0.713378906,0.4296875,-0.554199219,2.560975552,1.585365891,-0.48780489,70
33.05,-0.821777344,-0.381835938,-0.432128906,-0.731707335,-2.317073107,-0.060975611,33.05,-0.713378906,0.419921875,-0.56640625,3.048780441,3.780487776,-0.731707335,70
33.1,-0.830566406,-0.390625,-0.429199219,1.890243888,-2.317073107,0.731707335,33.1,-0.696289063,0.416503906,-0.562011719,1.585365891,4.085365772,-0.365853667,70
33.15,-0.818359375,-0.381347656,-0.427246094,-1.463414669,-3.231707335,0.243902445,33.15,-0.704101563,0.418945313,-0.583496094,1.341463447,4.756097794,1.219512224,70
33.2,-0.843261719,-0.364257813,-0.421386719,-1.280487776,-4.573170662,1.463414669,33.2,-0.694824219,0.399902344,-0.576660156,1.646341443,2.317073107,-0.670731723,70
33.25,-0.829589844,-0.353515625,-0.409179688,-7.5,-5.731707096,1.829268336,33.25,-0.708007813,0.392578125,-0.582519531,-2.378048897,5.975609779,-3.780487776,70
33.3,-0.832519531,-0.34375,-0.410644531,-6.707316875,-4.939024448,0.731707335,33.3,-0.694335938,0.389648438,-0.572753906,-5.914634228,6.829268456,-6.402439117,70
33.35,-0.826660156,-0.349609375,-0.41015625,-10.79268265,-2.804877996,-2.804877996,33.35,-0.699707031,0.411132813,-0.574707031,-8.536585808,7.256097794,-8.292682648,70
33.4,-0.8125,-0.358886719,-0.426757813,-12.80487823,-1.463414669,-3.780487776,33.4,-0.712402344,0.400390625,-0.560546875,-7.560975552,6.890244007,-9.39024353,70
33.45,-0.839355469,-0.354003906,-0.439941406,-13.29268265,-2.195122004,-5.975609779,33.45,-0.700683594,0.407714844,-0.584472656,-9.695121765,4.207316875,-9.085366249,70
33.5,-0.841796875,-0.375,-0.439941406,-17.5,-1.219512224,-6.585365772,33.5,-0.740234375,0.4140625,-0.576171875,-13.29268265,3.292682886,-12.13414669,70
33.55,-0.848632813,-0.389160156,-0.429199219,-12.5,-2.865853548,-9.63414669,33.55,-0.703613281,0.430664063,-0.593261719,-10.48780441,2.134146452,-11.03658581,70
33.6,-0.836914063,-0.430664063,-0.418457031,-8.231707573,-4.939024448,-10.18292713,33.6,-0.708496094,0.4296875,-0.592773438,-11.09756088,4.024390221,-5.670731544,70
33.65,-0.810058594,-0.430664063,-0.400390625,-0.609756112,-5.48780489,-3.658536673,33.65,-0.682128906,0.416992188,-0.575195313,-5.365853786,6.097560883,0.304878056,70
33.7,-0.801757813,-0.426757813,-0.400878906,4.878048897,-1.097561002,3.597560883,33.7,-0.693847656,0.417480469,-0.544921875,-0.243902445,5,2.195122004,70
33.75,-0.774414063,-0.416015625,-0.41015625,6.219511986,5.365853786,7.439024448,33.75,-0.684082031,0.44140625,-0.537109375,4.573170662,2.926829338,1.280487776,70
33.8,-0.7890625,-0.393554688,-0.465332031,6.707316875,11.58536625,5.060975552,33.8,-0.73828125,0.459960938,-0.53515625,8.475609779,-1.219512224,7.134146214,70
33.85,-0.80859375,-0.387695313,-0.464355469,7.682926655,10,-0.182926834,33.85,-0.702148438,0.444824219,-0.559082031,5.243902206,-7.439024448,3.048780441,70
33.9,-0.829589844,-0.396484375,-0.428710938,10.24390221,5.182926655,-5.914634228,33.9,-0.691894531,0.436523438,-0.575195313,8.780488014,-10.48780441,9.63414669,70
33.95,-0.832519531,-0.410644531,-0.425292969,8.658536911,3.048780441,-3.475609779,33.95,-0.6953125,0.422363281,-0.583496094,3.719512224,-4.695121765,9.329268456,70
34,-0.816894531,-0.378417969,-0.421386719,5.792683125,5.121951103,-2.682926893,34,-0.708007813,0.408691406,-0.5703125,2.01219511,-1.829268336,7.621951103,70
34.05,-0.779785156,-0.393554688,-0.437011719,3.841463327,5.670731544,-0.975609779,34.05,-0.690917969,0.418945313,-0.552246094,1.158536553,-1.585365891,3.475609779,70
34.1,-0.795410156,-0.386230469,-0.446777344,-0.975609779,6.646341324,-1.524390221,34.1,-0.697753906,0.424804688,-0.544921875,1.768292665,-6.463414669,1.951219559,70
34.15,-0.804199219,-0.409667969,-0.445800781,-1.707317114,8.048780441,-1.158536553,34.15,-0.711914063,0.427246094,-0.557128906,0.914634168,-7.256097794,-1.829268336,70
34.2,-0.823242188,-0.405273438,-0.458984375,-7.621951103,6.402439117,-2.804877996,34.2,-0.712402344,0.431640625,-0.561523438,0.304878056,-8.231707573,-3.658536673,70
34.25,-0.824707031,-0.404296875,-0.459472656,-3.231707335,3.475609779,-4.878048897,34.25,-0.715332031,0.431640625,-0.569824219,-0.975609779,-5.731707096,-3.536585331,70
34.3,-0.81640625,-0.405761719,-0.457519531,-5.914634228,0.121951222,-8.414633751,34.3,-0.725585938,0.419433594,-0.564941406,-0.548780501,-2.378048897,-2.439024448,70
34.35,-0.8125,-0.407714844,-0.465332031,-5.426829338,-1.768292665,-4.939024448,34.35,-0.727539063,0.398925781,-0.5625,-2.317073107,0.304878056,-2.073170662,70
34.4,-0.797363281,-0.3984375,-0.45703125,-8.292682648,-3.353658438,-3.902439117,34.4,-0.723144531,0.400878906,-0.551269531,-4.817073345,2.926829338,-6.280488014,70
34.45,-0.795410156,-0.407714844,-0.46484375,-10.60975647,-3.109755993,-0.121951222,34.45,-0.734863281,0.390136719,-0.536621094,-5.060975552,3.536585331,-7.682926655,70
34.5,-0.792480469,-0.399902344,-0.470214844,-8.048780441,-2.743902445,-0.304878056,34.5,-0.734375,0.415527344,-0.534179688,-4.390244007,3.536585331,-8.658536911,70
34.55,-0.788574219,-0.401855469,-0.481933594,-10.42682934,-2.743902445,-1.646341443,34.55,-0.741210938,0.412597656,-0.530761719,-2.01219511,1.890243888,-8.414633751,70
34.6,-0.782714844,-0.3984375,-0.452148438,-10.91463375,-5.243902206,-4.451219559,34.6,-0.709472656,0.407714844,-0.540527344,-5.121951103,2.560975552,-9.268292427,70
34.65,-0.796386719,-0.398925781,-0.428222656,-7.621951103,-7.743902206,-5.365853786,34.65,-0.6953125,0.394042969,-0.563964844,-4.756097794,0.426829278,-6.524390221,70
34.7,-0.841308594,-0.390625,-0.405761719,-10.1219511,-6.768292904,-1.280487776,34.7,-0.704101563,0.366699219,-0.577636719,-3.719512224,-0.548780501,-5.609755993,70
34.75,-0.8359375,-0.383300781,-0.401855469,-13.29268265,-0.060975611,2.5,34.75,-0.766113281,0.364257813,-0.5859375,-4.573170662,0,-9.695121765,70
34.8,-0.837890625,-0.370605469,-0.399902344,-15.06097603,2.621951103,0.853658557,34.8,-0.702148438,0.379882813,-0.604492188,-5.426829338,-7.073170662,-14.51219559,70
34.85,-0.817871094,-0.371582031,-0.387207031,-13.41463375,5,-8.475609779,34.85,-0.713378906,0.368652344,-0.588867188,-12.6219511,-6.341463566,-7.195121765,70
34.9,-0.822265625,-0.37109375,-0.444335938,-18.35365868,5.243902206,-14.45121956,34.9,-0.712402344,0.406738281,-0.601074219,-24.3292675,-2.560975552,-2.073170662,70
34.95,-0.838867188,-0.399414063,-0.452148438,-16.21951294,2.621951103,-20.36585426,34.95,-0.715332031,0.416503906,-0.557617188,-26.76829338,-5.792683125,-7.560975552,70
35,-0.853027344,-0.456054688,-0.507324219,-25.60975647,0.182926834,-18.65853691,35,-0.778808594,0.430175781,-0.571289063,-22.25609779,-7.804878235,-5.48780489,70
35.05,-0.837890625,-0.475097656,-0.53515625,-20.12195206,0.426829278,-16.34146309,35.05,-0.823730469,0.460449219,-0.565429688,-16.8292675,-15,-6.524390221,70
35.1,-0.846191406,-0.454101563,-0.582519531,-14.32926846,10.54878044,-18.4146347,35.1,-0.942871094,0.456054688,-0.524902344,-18.04878044,-25.79268265,4.573170662,70
35.15,-0.77734375,-0.423339844,-0.632324219,-18.1707325,12.6219511,-12.6219511,35.15,-0.900878906,0.447753906,-0.427734375,-22.80487823,-28.10975647,3.170731783,70
35.2,-0.844238281,-0.383300781,-0.664550781,-8.414633751,12.98780441,-9.329268456,35.2,-0.895019531,0.431640625,-0.325683594,-13.71951199,-30.06097603,2.926829338,70
35.25,-0.754882813,-0.436523438,-0.684570313,-27.31707382,15.60975647,-8.536585808,35.25,-0.981933594,0.492675781,-0.333984375,-14.81707287,-18.65853691,-4.817073345,70
35.3,-0.724609375,-0.420410156,-0.653320313,-8.048780441,18.65853691,-10.97560978,35.3,-0.900390625,0.485351563,-0.275878906,-16.09756088,-22.07317162,-9.207317352,70
35.35,-0.692871094,-0.411132813,-0.686523438,-19.26829338,21.34146309,-12.98780441,35.35,-0.925292969,0.477539063,-0.276367188,-13.10975647,-10.54878044,1.524390221,70
35.4,-0.655761719,-0.369140625,-0.691894531,-17.86585426,21.52439117,-13.84146309,35.4,-0.890625,0.445800781,-0.269042969,-11.09756088,-17.68292618,-5.060975552,70
35.45,-0.66015625,-0.392578125,-0.673828125,-16.64634132,19.20731735,-10.24390221,35.45,-0.872558594,0.416503906,-0.247070313,-10.18292713,-24.63414574,-5.609755993,70
35.5,-0.653808594,-0.392578125,-0.659667969,-19.51219559,18.59756088,-12.80487823,35.5,-0.877441406,0.443847656,-0.237304688,-16.21951294,-17.56097603,-1.036585331,70
35.55,-0.624511719,-0.416992188,-0.640136719,-8.10975647,17.25609779,-15.36585331,35.55,-0.84765625,0.475097656,-0.238769531,-13.23170757,-10.73170757,-0.426829278,70
35.6,-0.6015625,-0.435546875,-0.645996094,-10.1219511,15.91463375,-17.13414574,35.6,-0.826171875,0.473632813,-0.254882813,-4.939024448,-7.439024448,2.743902445,70
35.65,-0.604003906,-0.395996094,-0.597167969,1.890243888,16.03658485,-16.15853691,35.65,-0.802734375,0.421875,-0.223144531,-7.073170662,-2.439024448,6.097560883,70
35.7,-0.539550781,-0.435058594,-0.611816406,-1.280487776,18.96341515,-11.09756088,35.7,-0.797363281,0.442382813,-0.230957031,-10.60975647,9.329268456,4.817073345,70
35.75,-0.542480469,-0.416992188,-0.673828125,-2.98780489,23.59756088,-8.414633751,35.75,-0.799804688,0.470214844,-0.1953125,-7.195121765,3.536585331,2.5,70
35.8,-0.485351563,-0.431152344,-0.707519531,-7.743902206,21.8292675,-3.902439117,35.8,-0.809082031,0.458007813,-0.2109375,-1.829268336,1.524390221,0.792682946,70
35.85,-0.479003906,-0.410644531,-0.73046875,-10.54878044,14.51219559,-5.121951103,35.85,-0.797363281,0.475097656,-0.187011719,-4.878048897,-5.731707096,1.585365891,70
35.9,-0.506347656,-0.393554688,-0.747070313,-6.951219559,3.109755993,-7.743902206,35.9,-0.786621094,0.474121094,-0.188476563,-3.597560883,-0.060975611,-1.646341443,70
35.95,-0.563476563,-0.421875,-0.719726563,-11.89024353,-4.085365772,-9.329268456,35.95,-0.798339844,0.478027344,-0.233886719,0.731707335,-0.182926834,-5,70
36,-0.551757813,-0.453613281,-0.6875,-12.43902397,-7.682926655,-14.45121956,36,-0.832519531,0.4921875,-0.288574219,4.51219511,1.707317114,-7.439024448,70
36.05,-0.575195313,-0.453125,-0.704589844,-0.304878056,-11.46341419,-10.97560978,36.05,-0.817871094,0.435058594,-0.257324219,3.963414669,7.804878235,-5.975609779,70
36.1,-0.51953125,-0.440917969,-0.71484375,-5.426829338,-13.47560978,-8.719511986,36.1,-0.844726563,0.427246094,-0.246582031,-11.52439022,21.89024353,0,70
36.15,-0.52734375,-0.422851563,-0.727539063,2.195122004,-16.09756088,-3.292682886,36.15,-0.804199219,0.479980469,-0.220703125,-11.46341419,18.53658485,-2.926829338,70
36.2,-0.535644531,-0.413574219,-0.685546875,-7.682926655,-15.24390221,-6.646341324,36.2,-0.818359375,0.458496094,-0.245117188,-0.792682946,14.14634132,-4.51219511,70
36.25,-0.545898438,-0.450195313,-0.678222656,-5.304878235,-12.5,-9.39024353,36.25,-0.823730469,0.476074219,-0.271972656,-0.304878056,11.82926846,-6.158536434,70
36.3,-0.577636719,-0.471679688,-0.671386719,-9.451219559,-10.30487823,-15.18292713,36.3,-0.83984375,0.496582031,-0.303710938,-5.426829338,9.878048897,1.036585331,70
36.35,-0.553222656,-0.486816406,-0.659667969,-1.219512224,-12.19512177,-16.28048706,36.35,-0.796875,0.479003906,-0.308105469,-8.841463089,18.65853691,-2.682926893,70
36.4,-0.541015625,-0.456054688,-0.669921875,0.243902445,-13.47560978,-15.30487823,36.4,-0.802734375,0.453613281,-0.270019531,-12.68292713,20.60975647,5.121951103,70
36.45,-0.506347656,-0.420410156,-0.645507813,4.146341324,-11.82926846,-14.57317066,36.45,-0.790039063,0.451660156,-0.271484375,-15.97560978,26.03658485,4.451219559,70
36.5,-0.524414063,-0.437988281,-0.676757813,2.439024448,-9.146341324,-12.31707287,36.5,-0.779785156,0.453613281,-0.260253906,-8.658536911,18.78048706,5,70
36.55,-0.545410156,-0.442871094,-0.692382813,-4.329268456,-7.439024448,-8.658536911,36.55,-0.80859375,0.458984375,-0.274902344,-3.902439117,13.59756088,1.524390221,70
36.6,-0.584472656,-0.491699219,-0.693847656,-6.951219559,-5.121951103,-3.963414669,36.6,-0.835449219,0.500976563,-0.321289063,1.097561002,6.158536434,-5.365853786,70
36.65,-0.60546875,-0.502441406,-0.662597656,-10.30487823,-4.451219559,-4.268292904,36.65,-0.826660156,0.47265625,-0.348632813,2.621951103,-1.280487776,-9.512195587,70
36.7,-0.599609375,-0.491699219,-0.687988281,-2.01219511,-3.841463327,-2.560975552,36.7,-0.844238281,0.483398438,-0.342285156,-1.829268336,5.670731544,-2.621951103,70
36.75,-0.572265625,-0.439941406,-0.667480469,-5.670731544,-6.829268456,-5,36.75,-0.794921875,0.468261719,-0.326660156,-2.98780489,8.658536911,-3.780487776,70
36.8,-0.573730469,-0.418457031,-0.673828125,-0.609756112,-7.256097794,-5.304878235,36.8,-0.809082031,0.432128906,-0.311523438,3.536585331,8.048780441,-2.195122004,70
36.85,-0.552734375,-0.416503906,-0.634277344,1.097561002,-8.719511986,-3.902439117,36.85,-0.784667969,0.401855469,-0.319824219,-0.609756112,10.36585331,-3.841463327,70
36.9,-0.578613281,-0.447265625,-0.6328125,-1.463414669,-5.548780441,10.48780441,36.9,-0.808105469,0.358398438,-0.301757813,1.829268336,4.085365772,-6.646341324,70
36.95,-0.581054688,-0.396972656,-0.622070313,-6.524390221,-3.719512224,16.5853653,36.95,-0.791015625,0.399414063,-0.337890625,7.01219511,2.378048897,-8.292682648,70
37,-0.597167969,-0.404296875,-0.638183594,-5.731707096,-6.097560883,17.43902397,37,-0.77734375,0.384765625,-0.348632813,12.86585331,-3.170731783,-17.62195206,70
37.05,-0.625976563,-0.420410156,-0.62109375,-5.914634228,-9.268292427,14.51219559,37.05,-0.783691406,0.376464844,-0.376464844,0.304878056,0.365853667,-15.18292713,70
37.1,-0.605957031,-0.452636719,-0.6328125,-4.695121765,-10.91463375,12.07317066,37.1,-0.812988281,0.429199219,-0.381347656,-8.536585808,6.768292904,-10.79268265,70
37.15,-0.611328125,-0.44921875,-0.626464844,-5.731707096,-15.54878044,8.414633751,37.15,-0.750488281,0.424316406,-0.356445313,-12.19512177,5.548780441,-9.878048897,70
37.2,-0.571777344,-0.453613281,-0.642089844,-3.719512224,-16.21951294,10.24390221,37.2,-0.833496094,0.44921875,-0.329101563,-7.5,5.243902206,-2.256097555,70
37.25,-0.596679688,-0.429199219,-0.645996094,-0.243902445,-17.98780441,9.268292427,37.25,-0.780273438,0.445800781,-0.304199219,-8.536585808,2.621951103,-5.304878235,70
37.3,-0.616699219,-0.435058594,-0.616699219,8.475609779,-19.57317162,9.817072868,37.3,-0.809570313,0.436523438,-0.314941406,1.097561002,0.914634168,4.756097794,70
37.35,-0.653320313,-0.412109375,-0.612792969,10.42682934,-20.79268265,10.73170757,37.35,-0.80078125,0.438476563,-0.308105469,-0.914634168,6.219511986,4.390244007,70
37.4,-0.663574219,-0.397949219,-0.579101563,16.28048706,-21.76829338,11.21951199,37.4,-0.801269531,0.420410156,-0.3203125,3.902439117,8.841463089,7.743902206,70
37.45,-0.666503906,-0.38671875,-0.54296875,11.52439022,-23.10975647,9.939023972,37.45,-0.793457031,0.416992188,-0.337402344,5.731707096,10.67073154,10.42682934,70
37.5,-0.709960938,-0.357910156,-0.528808594,25.18292618,-22.07317162,12.5,37.5,-0.752929688,0.384277344,-0.338867188,6.280488014,13.65853691,7.01219511,70
37.55,-0.689453125,-0.379394531,-0.502929688,10.60975647,-16.95121956,6.280488014,37.55,-0.830566406,0.432128906,-0.355957031,15.91463375,13.78048801,15.24390221,70
37.6,-0.760742188,-0.361816406,-0.552246094,23.78048706,-9.268292427,10.06097603,37.6,-0.811523438,0.412109375,-0.342285156,17.37804794,10.24390221,7.439024448,70
37.65,-0.730957031,-0.403320313,-0.543945313,8.841463089,-8.902439117,8.597560883,37.65,-0.823242188,0.397949219,-0.356933594,7.134146214,16.28048706,6.585365772,70
37.7,-0.745605469,-0.406738281,-0.594726563,15.42682934,-10.06097603,12.6219511,37.7,-0.842285156,0.450683594,-0.341796875,11.89024353,14.45121956,-0.060975611,70
37.75,-0.771484375,-0.408691406,-0.546386719,20.12195206,-15,13.53658581,37.75,-0.786621094,0.420410156,-0.382324219,15.54878044,14.81707287,2.804877996,70
37.8,-0.805175781,-0.434570313,-0.575195313,15.91463375,-9.63414669,15.79268265,37.8,-0.916503906,0.466308594,-0.424804688,21.8292675,16.46341515,8.841463089,70
37.85,-0.8671875,-0.396484375,-0.577636719,25.97560883,-5.914634228,15.79268265,37.85,-0.879882813,0.44921875,-0.427246094,13.53658581,18.1707325,6.585365772,70
37.9,-0.826660156,-0.458496094,-0.522460938,17.01219559,-8.353658676,14.02439022,37.9,-0.852050781,0.47265625,-0.473632813,15.85365868,20.12195206,7.98780489,70
37.95,-0.915527344,-0.456542969,-0.427246094,30.06097603,-6.890244007,15.48780441,37.95,-0.763183594,0.501953125,-0.553710938,15.60975647,13.90243912,3.902439117,70
38,-0.966308594,-0.50390625,-0.422851563,13.84146309,6.646341324,19.87804794,38,-0.872558594,0.51953125,-0.718261719,21.40243912,3.109755993,6.158536434,70
38.05,-1.002441406,-0.432128906,-0.375,5.121951103,11.64634132,10,38.05,-0.801269531,0.471679688,-0.654785156,16.5853653,-6.036585331,-2.682926893,70
38.1,-0.975097656,-0.416015625,-0.375488281,8.353658676,3.963414669,6.524390221,38.1,-0.75390625,0.477539063,-0.73046875,14.57317066,3.963414669,5.609755993,70
38.15,-0.880371094,-0.383300781,-0.311523438,6.341463566,-6.524390221,-0.914634168,38.15,-0.681152344,0.366210938,-0.685058594,11.89024353,6.341463566,1.219512224,70
38.2,-0.852539063,-0.393066406,-0.293945313,17.80487823,-8.10975647,2.926829338,38.2,-0.615722656,0.341308594,-0.633300781,0.48780489,17.01219559,5.182926655,70
38.25,-0.818359375,-0.380371094,-0.328125,1.280487776,-3.719512224,13.41463375,38.25,-0.685058594,0.344726563,-0.596191406,5.304878235,18.59756088,2.98780489,70
38.3,-0.821777344,-0.353515625,-0.3671875,0.670731723,1.890243888,18.1707325,38.3,-0.673339844,0.369140625,-0.584960938,7.01219511,12.01219559,-6.707316875,70
38.35,-0.845214844,-0.359375,-0.357910156,-1.890243888,5.670731544,10.91463375,38.35,-0.674316406,0.384277344,-0.614746094,8.475609779,-1.646341443,-5.853658676,70
38.4,-0.873535156,-0.385253906,-0.350097656,7.195121765,10.1219511,3.292682886,38.4,-0.705566406,0.40234375,-0.618652344,-0.48780489,-4.939024448,0.304878056,70
38.45,-0.905273438,-0.364257813,-0.3828125,6.219511986,16.70731735,-6.890244007,38.45,-0.719726563,0.440429688,-0.638183594,1.951219559,-4.207316875,9.512195587,70
38.5,-0.861328125,-0.367675781,-0.390625,6.585365772,17.31707382,-12.3780489,38.5,-0.720214844,0.388671875,-0.620117188,15.48780441,-3.536585331,6.341463566,70
38.55,-0.844726563,-0.395507813,-0.453125,1.097561002,17.01219559,-4.878048897,38.55,-0.725097656,0.358398438,-0.627441406,10.85365868,-2.621951103,5.914634228,70
38.6,-0.81640625,-0.398925781,-0.409179688,-2.98780489,8.10975647,-1.646341443,38.6,-0.654296875,0.337402344,-0.61328125,3.292682886,-6.951219559,-5.975609779,70
38.65,-0.80078125,-0.417480469,-0.41015625,3.353658438,2.682926893,-2.560975552,38.65,-0.648925781,0.388183594,-0.603027344,5.853658676,-6.036585331,1.829268336,70
